date,ART,TPS
2015-03-24 04:22:00,0.032379,85
2015-03-24 04:32:00,0.024775,77
2015-03-24 04:42:00,0.031036,106
2015-03-24 04:52:00,0.029306,61
2015-03-24 05:02:00,0.022281,85
2015-03-24 05:12:00,0.027661,141
2015-03-24 05:22:00,0.02708,97
2015-03-24 05:32:00,0.025185,142
2015-03-24 05:42:00,0.030836,139
2015-03-24 05:52:00,0.024374,187
2015-03-24 06:02:00,0.023547,164
2015-03-24 06:12:00,0.029507,232
2015-03-24 06:22:00,0.026024,268
2015-03-24 06:32:00,0.021347,368
2015-03-24 06:42:00,0.026304,584
2015-03-24 06:52:00,0.023737,780
2015-03-24 07:02:00,0.02459,944
2015-03-24 07:12:00,0.024645,1444
2015-03-24 07:22:00,0.024599,1812
2015-03-24 07:32:00,0.024472,2492
2015-03-24 07:42:00,0.02203,2896
2015-03-24 07:52:00,0.024467,3556
2015-03-24 08:02:00,0.024873,4780
2015-03-24 08:12:00,0.025285,6888
2015-03-24 08:22:00,0.028003,8984
2015-03-24 08:32:00,0.03053,13020
2015-03-24 08:42:00,0.028133,15216
2015-03-24 08:52:00,0.032593,17232
2015-03-24 09:02:00,0.032713,18492
2015-03-24 09:12:00,0.03501,20076
2015-03-24 09:22:00,0.033949,20544
2015-03-24 09:32:00,0.036914,20468
2015-03-24 09:42:00,0.031898,20824
2015-03-24 09:52:00,0.031764,20288
2015-03-24 10:02:00,0.038746,20108
2015-03-24 10:12:00,0.03174,19544
2015-03-24 10:22:00,0.034197,19764
2015-03-24 10:32:00,0.040736,19808
2015-03-24 10:42:00,0.030961,19308
2015-03-24 10:52:00,0.033738,18584
2015-03-24 11:02:00,0.037019,17832
2015-03-24 11:12:00,0.032836,16648
2015-03-24 11:22:00,0.033712,17064
2015-03-24 11:32:00,0.036137,16184
2015-03-24 11:42:00,0.033191,15156
2015-03-24 11:52:00,0.031565,13868
2015-03-24 12:02:00,0.033573,12888
2015-03-24 12:12:00,0.027807,10668
2015-03-24 12:22:00,0.02444,9620
2015-03-24 12:32:00,0.024334,9780
2015-03-24 12:42:00,0.026263,9888
2015-03-24 12:52:00,0.024586,10244
2015-03-24 13:02:00,0.025242,11544
2015-03-24 13:12:00,0.031914,10776
2015-03-24 13:22:00,0.026432,11484
2015-03-24 13:32:00,0.08677,11584
2015-03-24 13:42:00,0.027906,12192
2015-03-24 13:52:00,0.032945,11520
2015-03-24 14:02:00,0.028926,12552
2015-03-24 14:12:00,0.026157,13236
2015-03-24 14:22:00,0.026018,13800
2015-03-24 14:32:00,0.028911,14088
2015-03-24 14:42:00,0.027961,14708
2015-03-24 14:52:00,0.031488,14416
2015-03-24 15:02:00,0.030433,14852
2015-03-24 15:12:00,0.033903,14568
2015-03-24 15:22:00,0.036273,15112
2015-03-24 15:32:00,0.034136,14508
2015-03-24 15:42:00,0.036449,13976
2015-03-24 15:52:00,0.034886,14376
2015-03-24 16:02:00,0.034329,14208
2015-03-24 16:12:00,0.036171,14472
2015-03-24 16:22:00,0.035237,13760
2015-03-24 16:32:00,0.038258,13904
2015-03-24 16:42:00,0.034476,13828
2015-03-24 16:52:00,0.0357,12944
2015-03-24 17:02:00,0.034583,12632
2015-03-24 17:12:00,0.038164,11716
2015-03-24 17:22:00,0.037362,10264
2015-03-24 17:32:00,0.032788,9272
2015-03-24 17:42:00,0.027135,7464
2015-03-24 17:52:00,0.030462,6872
2015-03-24 18:02:00,0.027211,6552
2015-03-24 18:12:00,0.026923,6360
2015-03-24 18:22:00,0.022597,5688
2015-03-24 18:32:00,0.021266,5120
2015-03-24 18:42:00,0.021886,5244
2015-03-24 18:52:00,0.022635,4868
2015-03-24 19:02:00,0.022136,4932
2015-03-24 19:12:00,0.021877,4960
2015-03-24 19:22:00,0.021431,4876
2015-03-24 19:32:00,0.023684,4608
2015-03-24 19:42:00,0.021461,5024
2015-03-24 19:52:00,0.022786,4764
2015-03-24 20:02:00,0.023179,4496
2015-03-24 20:12:00,0.021931,4324
2015-03-24 20:22:00,0.020815,3764
2015-03-24 20:32:00,0.023856,3932
2015-03-24 20:42:00,0.022732,3632
2015-03-24 20:52:00,0.02332,3584
2015-03-24 21:02:00,0.024308,3064
2015-03-24 21:12:00,0.024327,3148
2015-03-24 21:22:00,0.022116,2824
2015-03-24 21:32:00,0.023499,2388
2015-03-24 21:42:00,0.023106,2544
2015-03-24 21:52:00,0.022923,2384
2015-03-24 22:02:00,0.027319,2400
2015-03-24 22:12:00,0.027956,2048
2015-03-24 22:22:00,0.024197,1860
2015-03-24 22:32:00,0.028165,1716
2015-03-24 22:42:00,0.023269,1508
2015-03-24 22:52:00,0.02594,1552
2015-03-24 23:02:00,0.0456,1368
2015-03-24 23:12:00,0.024622,1256
2015-03-24 23:22:00,0.025004,1044
2015-03-24 23:32:00,0.024794,964
2015-03-24 23:42:00,0.024229,692
2015-03-24 23:52:00,0.024213,864
2015-03-25 00:02:00,0.062521,974
2015-03-25 00:12:00,0.027474,792
2015-03-25 00:22:00,0.023409,690
2015-03-25 00:32:00,0.023234,647
2015-03-25 00:42:00,0.021118,523
2015-03-25 00:52:00,0.020226,500
2015-03-25 01:02:00,0.020778,445
2015-03-25 01:12:00,0.023597,454
2015-03-25 01:22:00,0.018148,364
2015-03-25 01:32:00,0.020446,348
2015-03-25 01:42:00,0.021303,416
2015-03-25 01:52:00,0.022253,299
2015-03-25 02:02:00,0.020189,854
2015-03-25 02:12:00,0.020958,350
2015-03-25 02:22:00,0.020456,297
2015-03-25 02:32:00,0.025351,286
2015-03-25 02:42:00,0.020519,302
2015-03-25 02:52:00,0.01979,301
2015-03-25 03:02:00,0.029093,176
2015-03-25 03:12:00,0.021754,83
2015-03-25 03:22:00,0.027067,94
2015-03-25 03:32:00,0.027725,96
2015-03-25 03:42:00,0.026775,114
2015-03-25 03:52:00,0.029915,126
2015-03-25 04:02:00,0.067133,64
2015-03-25 04:12:00,0.050668,89
2015-03-25 04:22:00,0.032624,82
2015-03-25 04:32:00,0.024521,116
2015-03-25 04:42:00,0.023161,91
2015-03-25 04:52:00,0.030861,87
2015-03-25 05:02:00,0.033016,90
2015-03-25 05:12:00,0.024246,112
2015-03-25 05:22:00,0.02435,154
2015-03-25 05:32:00,0.040582,144
2015-03-25 05:42:00,0.028531,194
2015-03-25 05:52:00,0.026846,245
2015-03-25 06:02:00,0.022262,152
2015-03-25 06:12:00,0.023486,240
2015-03-25 06:22:00,0.021953,296
2015-03-25 06:32:00,0.020376,416
2015-03-25 06:42:00,0.023422,656
2015-03-25 06:52:00,0.021153,840
2015-03-25 07:02:00,0.022429,1104
2015-03-25 07:12:00,0.029268,1476
2015-03-25 07:22:00,0.020643,2028
2015-03-25 07:32:00,0.022919,2728
2015-03-25 07:42:00,0.023303,3808
2015-03-25 07:52:00,0.022758,4316
2015-03-25 08:02:00,0.025015,5948
2015-03-25 08:12:00,0.025523,7772
2015-03-25 08:22:00,0.02443,10068
2015-03-25 08:32:00,0.029654,13876
2015-03-25 08:42:00,0.029572,16452
2015-03-25 08:52:00,0.03064,17884
2015-03-25 09:02:00,0.033526,18488
2015-03-25 09:12:00,0.032704,20196
2015-03-25 09:22:00,0.03431,20152
2015-03-25 09:32:00,0.037555,20220
2015-03-25 09:42:00,0.033306,20452
2015-03-25 09:52:00,0.031492,20092
2015-03-25 10:02:00,0.03735,19588
2015-03-25 10:12:00,0.032294,19476
2015-03-25 10:22:00,0.039533,19332
2015-03-25 10:32:00,0.038205,18888
2015-03-25 10:42:00,0.032405,18792
2015-03-25 10:52:00,0.036415,18460
2015-03-25 11:02:00,0.042535,17404
2015-03-25 11:12:00,0.033047,16936
2015-03-25 11:22:00,0.032395,16448
2015-03-25 11:32:00,0.033839,16156
2015-03-25 11:42:00,0.035405,15384
2015-03-25 11:52:00,0.040686,13640
2015-03-25 12:02:00,0.029956,10668
2015-03-25 12:12:00,0.027431,9872
2015-03-25 12:22:00,0.025253,8844
2015-03-25 12:32:00,0.026545,9228
2015-03-25 12:42:00,0.02689,10064
2015-03-25 12:52:00,0.027032,10808
2015-03-25 13:02:00,0.025585,10304
2015-03-25 13:12:00,0.026117,11184
2015-03-25 13:22:00,0.026043,11068
2015-03-25 13:32:00,0.026344,11436
2015-03-25 13:42:00,0.024683,12064
2015-03-25 13:52:00,0.02665,12508
2015-03-25 14:02:00,0.026652,12280
2015-03-25 14:12:00,0.029148,13532
2015-03-25 14:22:00,0.028896,13352
2015-03-25 14:32:00,0.031316,14072
2015-03-25 14:42:00,0.03075,14844
2015-03-25 14:52:00,0.030134,14520
2015-03-25 15:02:00,0.034055,15388
2015-03-25 15:12:00,0.03277,14744
2015-03-25 15:22:00,0.03164,15600
2015-03-25 15:32:00,0.030285,14832
2015-03-25 15:42:00,0.029543,14820
2015-03-25 15:52:00,0.030906,14412
2015-03-25 16:02:00,0.034195,14848
2015-03-25 16:12:00,0.031257,14540
2015-03-25 16:22:00,0.031823,13700
2015-03-25 16:32:00,0.03228,13668
2015-03-25 16:42:00,0.036919,13064
2015-03-25 16:52:00,0.037869,13308
2015-03-25 17:02:00,0.036299,12352
2015-03-25 17:12:00,0.050618,11236
2015-03-25 17:22:00,0.045212,10104
2015-03-25 17:32:00,0.028442,8916
2015-03-25 17:42:00,0.026626,7604
2015-03-25 17:52:00,0.024622,6432
2015-03-25 18:02:00,0.02453,5892
2015-03-25 18:12:00,0.023698,6116
2015-03-25 18:22:00,0.022093,5604
2015-03-25 18:32:00,0.021981,5184
2015-03-25 18:42:00,0.024305,5016
2015-03-25 18:52:00,0.036841,5348
2015-03-25 19:02:00,0.023507,4772
2015-03-25 19:12:00,0.022679,4712
2015-03-25 19:22:00,0.023415,4568
2015-03-25 19:32:00,0.022902,4752
2015-03-25 19:42:00,0.023411,4452
2015-03-25 19:52:00,0.022187,4612
2015-03-25 20:02:00,0.021271,4032
2015-03-25 20:12:00,0.021006,4008
2015-03-25 20:22:00,0.021287,4092
2015-03-25 20:32:00,0.022174,3872
2015-03-25 20:42:00,0.022679,3244
2015-03-25 20:52:00,0.022244,3364
2015-03-25 21:02:00,0.022641,2856
2015-03-25 21:12:00,0.024108,2976
2015-03-25 21:22:00,0.02166,3132
2015-03-25 21:32:00,0.025651,2520
2015-03-25 21:42:00,0.027844,2380
2015-03-25 21:52:00,0.029455,2364
2015-03-25 22:02:00,0.025796,2100
2015-03-25 22:12:00,0.027017,2156
2015-03-25 22:22:00,0.029258,1860
2015-03-25 22:32:00,0.02478,1656
2015-03-25 22:42:00,0.024142,1580
2015-03-25 22:52:00,0.026593,1524
2015-03-25 23:02:00,0.062127,1468
2015-03-25 23:12:00,0.02498,1188
2015-03-25 23:22:00,0.03285,860
2015-03-25 23:32:00,0.028336,1172
2015-03-25 23:42:00,0.02366,976
2015-03-25 23:52:00,0.108388,908
2015-03-26 00:02:00,0.053101,998
2015-03-26 00:12:00,0.024748,587
2015-03-26 00:22:00,0.022446,497
2015-03-26 00:32:00,0.024135,528
2015-03-26 00:42:00,0.022004,393
2015-03-26 00:52:00,0.024248,365
2015-03-26 01:02:00,0.022054,417
2015-03-26 01:12:00,0.022829,328
2015-03-26 01:22:00,0.021069,298
2015-03-26 01:32:00,0.026267,331
2015-03-26 01:42:00,0.01946,240
2015-03-26 01:52:00,0.022643,246
2015-03-26 02:02:00,0.015932,771
2015-03-26 02:12:00,0.021051,222
2015-03-26 02:22:00,0.022036,230
2015-03-26 02:32:00,0.023289,203
2015-03-26 02:42:00,0.024877,250
2015-03-26 02:52:00,0.019059,167
2015-03-26 03:02:00,0.025452,238
2015-03-26 03:12:00,0.018137,177
2015-03-26 03:22:00,0.032279,104
2015-03-26 03:32:00,0.02785,126
2015-03-26 03:42:00,0.024344,101
2015-03-26 03:52:00,0.032701,100
2015-03-26 04:02:00,0.028235,97
2015-03-26 04:12:00,0.028365,108
2015-03-26 04:22:00,0.042467,125
2015-03-26 04:32:00,0.052342,98
2015-03-26 04:42:00,0.034479,76
2015-03-26 04:52:00,0.027256,64
2015-03-26 05:02:00,0.03116,142
2015-03-26 05:12:00,0.035154,139
2015-03-26 05:22:00,0.02387,150
2015-03-26 05:32:00,0.023421,160
2015-03-26 05:42:00,0.025677,198
2015-03-26 05:52:00,0.027552,213
2015-03-26 06:02:00,0.021451,172
2015-03-26 06:12:00,0.023206,332
2015-03-26 06:22:00,0.02442,352
2015-03-26 06:32:00,0.022615,392
2015-03-26 06:42:00,0.026124,660
2015-03-26 06:52:00,0.026166,1012
2015-03-26 07:02:00,0.020221,1128
2015-03-26 07:12:00,0.024397,1568
2015-03-26 07:22:00,0.023351,2116
2015-03-26 07:32:00,0.026138,2752
2015-03-26 07:42:00,0.022571,3396
2015-03-26 07:52:00,0.02427,4264
2015-03-26 08:02:00,0.025308,5844
2015-03-26 08:12:00,0.024697,7456
2015-03-26 08:22:00,0.024447,9800
2015-03-26 08:32:00,0.027279,13100
2015-03-26 08:42:00,0.02979,16028
2015-03-26 08:52:00,0.032179,17024
2015-03-26 09:02:00,0.035704,18156
2015-03-26 09:12:00,0.032672,18924
2015-03-26 09:22:00,0.034804,19252
2015-03-26 09:32:00,0.032263,18832
2015-03-26 09:42:00,0.031095,19264
2015-03-26 09:52:00,0.034408,19364
2015-03-26 10:02:00,0.047293,19372
2015-03-26 10:12:00,0.035471,19060
2015-03-26 10:22:00,0.037974,18328
2015-03-26 10:32:00,0.0342,18040
2015-03-26 10:42:00,0.034143,17660
2015-03-26 10:52:00,0.034003,16464
2015-03-26 11:02:00,0.03992,16480
2015-03-26 11:12:00,0.037304,15116
2015-03-26 11:22:00,0.0359,15760
2015-03-26 11:32:00,0.033578,14824
2015-03-26 11:42:00,0.038179,14348
2015-03-26 11:52:00,0.044334,12856
2015-03-26 12:02:00,0.032627,10136
2015-03-26 12:12:00,0.027858,9012
2015-03-26 12:22:00,0.027596,9360
2015-03-26 12:32:00,0.029571,9636
2015-03-26 12:42:00,0.03068,10196
2015-03-26 12:52:00,0.02789,10744
2015-03-26 13:02:00,0.024717,11148
2015-03-26 13:12:00,0.025425,11388
2015-03-26 13:22:00,0.02573,10916
2015-03-26 13:32:00,0.02565,11092
2015-03-26 13:42:00,0.02525,11068
2015-03-26 13:52:00,0.025963,11460
2015-03-26 14:02:00,0.032188,12408
2015-03-26 14:12:00,0.026443,12188
2015-03-26 14:22:00,0.037008,12604
2015-03-26 14:32:00,0.027635,13532
2015-03-26 14:42:00,0.033813,13820
2015-03-26 14:52:00,0.031591,13572
2015-03-26 15:02:00,0.03502,13860
2015-03-26 15:12:00,0.033792,14712
2015-03-26 15:22:00,0.046706,14476
2015-03-26 15:32:00,0.041413,13872
2015-03-26 15:42:00,0.065943,13664
2015-03-26 15:52:00,0.04636,13628
2015-03-26 16:02:00,0.069777,14048
2015-03-26 16:12:00,0.060653,13660
2015-03-26 16:22:00,0.090128,14036
2015-03-26 16:32:00,0.088497,13332
2015-03-26 16:42:00,0.122692,10988
2015-03-26 16:52:00,0.130653,14416
2015-03-26 17:02:00,0.041549,12784
2015-03-26 17:12:00,0.040408,11204
2015-03-26 17:22:00,0.040701,10084
2015-03-26 17:32:00,0.038172,8956
2015-03-26 17:42:00,0.032313,7516
2015-03-26 17:52:00,0.029845,6620
2015-03-26 18:02:00,0.024926,6540
2015-03-26 18:12:00,0.024847,5732
2015-03-26 18:22:00,0.025129,4736
2015-03-26 18:32:00,0.025804,5600
2015-03-26 18:42:00,0.033656,5576
2015-03-26 18:52:00,0.022964,5064
2015-03-26 19:02:00,0.022163,3736
2015-03-26 19:12:00,0.021894,5160
2015-03-26 19:22:00,0.022964,5088
2015-03-26 19:32:00,0.025301,4916
2015-03-26 19:42:00,0.023038,4660
2015-03-26 19:52:00,0.023354,4704
2015-03-26 20:02:00,0.020446,3456
2015-03-26 20:12:00,0.023358,4332
2015-03-26 20:22:00,0.023435,4276
2015-03-26 20:32:00,0.022403,3840
2015-03-26 20:42:00,0.027184,3620
2015-03-26 20:52:00,0.023902,3144
2015-03-26 21:02:00,0.028369,3396
2015-03-26 21:12:00,0.024785,3308
2015-03-26 21:22:00,0.025791,3128
2015-03-26 21:32:00,0.026705,2832
2015-03-26 21:42:00,0.023525,2624
2015-03-26 21:52:00,0.023595,2660
2015-03-26 22:02:00,0.034441,1492
2015-03-26 22:12:00,0.01602,160
2015-03-26 22:22:00,0.024757,2212
2015-03-26 22:32:00,0.026367,1904
2015-03-26 22:42:00,0.065865,2160
2015-03-26 22:52:00,0.028499,1180
2015-03-26 23:02:00,0.04958,1392
2015-03-26 23:12:00,0.025942,1244
2015-03-26 23:22:00,0.022971,1140
2015-03-26 23:32:00,0.026117,1012
2015-03-26 23:42:00,0.021535,888
2015-03-26 23:52:00,0.02434,840
2015-03-27 00:02:00,0.025163,638
2015-03-27 00:12:00,0.026577,667
2015-03-27 00:22:00,0.024436,607
2015-03-27 00:32:00,0.023819,423
2015-03-27 00:42:00,0.027758,394
2015-03-27 00:52:00,0.024654,357
2015-03-27 01:02:00,0.021421,282
2015-03-27 01:12:00,0.065248,247
2015-03-27 01:22:00,0.025484,226
2015-03-27 01:32:00,0.027249,163
2015-03-27 01:42:00,0.039464,183
2015-03-27 01:52:00,0.032352,144
2015-03-27 02:02:00,0.02722,543
2015-03-27 02:12:00,0.037185,157
2015-03-27 02:22:00,0.046629,129
2015-03-27 02:32:00,0.030484,114
2015-03-27 02:42:00,0.024679,106
2015-03-27 02:52:00,0.029797,116
2015-03-27 03:02:00,0.033649,84
2015-03-27 03:12:00,0.024498,85
2015-03-27 03:22:00,0.026438,86
2015-03-27 03:32:00,0.031541,92
2015-03-27 03:42:00,0.025428,64
2015-03-27 03:52:00,0.025946,81
2015-03-27 04:02:00,0.01886,59
2015-03-27 04:12:00,0.024479,71
2015-03-27 04:22:00,0.021327,92
2015-03-27 04:32:00,0.020611,48
2015-03-27 04:42:00,0.028652,71
2015-03-27 04:52:00,0.019348,126
2015-03-27 05:02:00,0.028769,74
2015-03-27 05:12:00,0.025639,82
2015-03-27 05:22:00,0.0256,128
2015-03-27 05:32:00,0.029219,121
2015-03-27 05:42:00,0.025024,110
2015-03-27 05:52:00,0.029267,161
2015-03-27 06:02:00,0.030705,289
2015-03-27 06:12:00,0.025988,265
2015-03-27 06:22:00,0.022764,330
2015-03-27 06:32:00,0.026514,445
2015-03-27 06:42:00,0.024317,701
2015-03-27 06:52:00,0.025228,855
2015-03-27 07:02:00,0.02314,1039
2015-03-27 07:12:00,0.022243,1711
2015-03-27 07:22:00,0.023672,2037
2015-03-27 07:32:00,0.023289,2558
2015-03-27 07:42:00,0.033013,3650
2015-03-27 07:52:00,0.023473,4618
2015-03-27 08:02:00,0.025971,5570
2015-03-27 08:12:00,0.024699,7227
2015-03-27 08:22:00,0.025708,9573
2015-03-27 08:32:00,0.033744,13075
2015-03-27 08:42:00,0.033254,15684
2015-03-27 08:52:00,0.031149,16893
2015-03-27 09:02:00,0.02993,18180
2015-03-27 09:12:00,0.031608,19337
2015-03-27 09:22:00,0.035085,19384
2015-03-27 09:32:00,0.036608,19585
2015-03-27 09:42:00,0.036212,19552
2015-03-27 09:52:00,0.032851,19019
2015-03-27 10:02:00,0.039671,19897
2015-03-27 10:12:00,0.037141,19799
2015-03-27 10:22:00,0.035738,18665
2015-03-27 10:32:00,0.038099,17379
2015-03-27 10:42:00,0.041293,18413
2015-03-27 10:52:00,0.038981,18151
2015-03-27 11:02:00,0.042886,17101
2015-03-27 11:12:00,0.040133,16821
2015-03-27 11:22:00,0.035426,15714
2015-03-27 11:32:00,0.043608,14991
2015-03-27 11:42:00,0.04121,14201
2015-03-27 11:52:00,0.034804,13286
2015-03-27 12:02:00,0.034625,11921
2015-03-27 12:12:00,0.03042,10170
2015-03-27 12:22:00,0.027931,9317
2015-03-27 12:32:00,0.027826,8988
2015-03-27 12:42:00,0.02539,9509
2015-03-27 12:52:00,0.027881,9808
2015-03-27 13:02:00,0.026927,10514
2015-03-27 13:12:00,0.026601,10598
2015-03-27 13:22:00,0.02844,11102
2015-03-27 13:32:00,0.028464,11112
2015-03-27 13:42:00,0.028603,11814
2015-03-27 13:52:00,0.027421,12381
2015-03-27 14:02:00,0.027671,12486
2015-03-27 14:12:00,0.033806,13704
2015-03-27 14:22:00,0.03485,13927
2015-03-27 14:32:00,0.046151,14192
2015-03-27 14:42:00,0.091388,14248
2015-03-27 14:52:00,0.055067,15083
2015-03-27 15:02:00,0.069179,15291
2015-03-27 15:12:00,0.072159,15289
2015-03-27 15:22:00,0.051351,15342
2015-03-27 15:32:00,0.041314,14627
2015-03-27 15:42:00,0.078348,14589
2015-03-27 15:52:00,0.108544,14097
2015-03-27 16:02:00,0.118085,14451
2015-03-27 16:12:00,0.037006,13986
2015-03-27 16:22:00,0.033222,13891
2015-03-27 16:32:00,0.033406,13522
2015-03-27 16:42:00,0.031627,12939
2015-03-27 16:52:00,0.035069,12661
2015-03-27 17:02:00,0.039786,11975
2015-03-27 17:12:00,0.037757,11263
2015-03-27 17:22:00,0.035342,10133
2015-03-27 17:32:00,0.028932,8457
2015-03-27 17:42:00,0.025166,7302
2015-03-27 17:52:00,0.024162,6697
2015-03-27 18:02:00,0.026185,6623
2015-03-27 18:12:00,0.022837,5967
2015-03-27 18:22:00,0.022241,5653
2015-03-27 18:32:00,0.021823,5116
2015-03-27 18:42:00,0.022357,4844
2015-03-27 18:52:00,0.022505,4990
2015-03-27 19:02:00,0.021991,5005
2015-03-27 19:12:00,0.021989,4902
2015-03-27 19:22:00,0.022411,4654
2015-03-27 19:32:00,0.023127,4873
2015-03-27 19:42:00,0.029091,4879
2015-03-27 19:52:00,0.022587,4655
2015-03-27 20:02:00,0.022442,4423
2015-03-27 20:12:00,0.023832,4297
2015-03-27 20:22:00,0.022424,3982
2015-03-27 20:32:00,0.022322,3802
2015-03-27 20:42:00,0.022375,3316
2015-03-27 20:52:00,0.023795,3508
2015-03-27 21:02:00,0.022695,2991
2015-03-27 21:12:00,0.023564,3036
2015-03-27 21:22:00,0.02333,3045
2015-03-27 21:32:00,0.024138,2903
2015-03-27 21:42:00,0.022041,2449
2015-03-27 21:52:00,0.022639,2078
2015-03-27 22:02:00,0.023281,1929
2015-03-27 22:12:00,0.027237,1920
2015-03-27 22:22:00,0.026624,879
2015-03-27 22:32:00,0.023464,999
2015-03-27 22:42:00,0.02679,1695
2015-03-27 22:52:00,0.025407,1465
2015-03-27 23:02:00,0.055402,1351
2015-03-27 23:12:00,0.022287,1268
2015-03-27 23:22:00,0.021255,1157
2015-03-27 23:32:00,0.024053,874
2015-03-27 23:42:00,0.02423,824
2015-03-27 23:52:00,0.023382,745
2015-03-28 00:02:00,0.024136,960
2015-03-28 00:12:00,0.024212,714
2015-03-28 00:22:00,0.023416,710
2015-03-28 00:32:00,0.026179,536
2015-03-28 00:42:00,0.259557,709
2015-03-28 00:52:00,0.028983,485
2015-03-28 01:02:00,0.023635,412
2015-03-28 01:12:00,0.030869,415
2015-03-28 01:22:00,0.020773,293
2015-03-28 01:32:00,0.023304,244
2015-03-28 01:42:00,0.020271,297
2015-03-28 01:52:00,0.019862,278
2015-03-28 02:02:00,0.019538,775
2015-03-28 02:12:00,0.022847,273
2015-03-28 02:22:00,0.023429,284
2015-03-28 02:32:00,0.025583,256
2015-03-28 02:42:00,0.02157,232
2015-03-28 02:52:00,0.019516,131
2015-03-28 03:02:00,0.023321,173
2015-03-28 03:12:00,0.022982,189
2015-03-28 03:22:00,0.027248,121
2015-03-28 03:32:00,0.026084,78
2015-03-28 03:42:00,0.069035,86
2015-03-28 03:52:00,0.029281,74
2015-03-28 04:02:00,0.029592,94
2015-03-28 04:12:00,0.035006,86
2015-03-28 04:22:00,0.053646,106
2015-03-28 04:32:00,0.03759,60
2015-03-28 04:42:00,0.032969,105
2015-03-28 04:52:00,0.02186,69
2015-03-28 05:02:00,0.018957,89
2015-03-28 05:12:00,0.027563,121
2015-03-28 05:22:00,0.023782,129
2015-03-28 05:32:00,0.026536,89
2015-03-28 05:42:00,0.025601,185
2015-03-28 05:52:00,0.029972,180
2015-03-28 06:02:00,0.02794,217
2015-03-28 06:12:00,0.03991,314
2015-03-28 06:22:00,0.023468,308
2015-03-28 06:32:00,0.026181,556
2015-03-28 06:42:00,0.023459,711
2015-03-28 06:52:00,0.024144,932
2015-03-28 07:02:00,0.023727,1308
2015-03-28 07:12:00,0.023741,1728
2015-03-28 07:22:00,0.021809,2270
2015-03-28 07:32:00,0.022398,2577
2015-03-28 07:42:00,0.023052,3233
2015-03-28 07:52:00,0.024705,4163
2015-03-28 08:02:00,0.024155,5459
2015-03-28 08:12:00,0.024646,6859
2015-03-28 08:22:00,0.024244,8604
2015-03-28 08:32:00,0.025614,11965
2015-03-28 08:42:00,0.027932,14894
2015-03-28 08:52:00,0.028168,15837
2015-03-28 09:02:00,0.028729,17082
2015-03-28 09:12:00,0.029001,17056
2015-03-28 09:22:00,0.029289,17553
2015-03-28 09:32:00,0.02892,17645
2015-03-28 09:42:00,0.029055,17581
2015-03-28 09:52:00,0.028929,17920
2015-03-28 10:02:00,0.031548,17324
2015-03-28 10:12:00,0.028226,16896
2015-03-28 10:22:00,0.03081,16403
2015-03-28 10:32:00,0.030554,15964
2015-03-28 10:42:00,0.028684,15742
2015-03-28 10:52:00,0.028299,15271
2015-03-28 11:02:00,0.027299,14544
2015-03-28 11:12:00,0.029095,14587
2015-03-28 11:22:00,0.026972,12632
2015-03-28 11:32:00,0.028,12880
2015-03-28 11:42:00,0.026429,11807
2015-03-28 11:52:00,0.026939,11376
2015-03-28 12:02:00,0.025766,9065
2015-03-28 12:12:00,0.024613,8417
2015-03-28 12:22:00,0.024228,8085
2015-03-28 12:32:00,0.023775,8425
2015-03-28 12:42:00,0.024251,8642
2015-03-28 12:52:00,0.023633,9248
2015-03-28 13:02:00,0.025244,10035
2015-03-28 13:12:00,0.023968,9779
2015-03-28 13:22:00,0.024622,10582
2015-03-28 13:32:00,0.025862,10213
2015-03-28 13:42:00,0.02459,10220
2015-03-28 13:52:00,0.024156,10493
2015-03-28 14:02:00,0.024752,10933
2015-03-28 14:12:00,0.027821,11226
2015-03-28 14:22:00,0.026877,11139
2015-03-28 14:32:00,0.026929,11122
2015-03-28 14:42:00,0.025904,11090
2015-03-28 14:52:00,0.025495,11366
2015-03-28 15:02:00,0.026061,10808
2015-03-28 15:12:00,0.030939,11366
2015-03-28 15:22:00,0.025762,11103
2015-03-28 15:32:00,0.026057,11286
2015-03-28 15:42:00,0.027623,10791
2015-03-28 15:52:00,0.026769,10681
2015-03-28 16:02:00,0.026766,10194
2015-03-28 16:12:00,0.031292,10661
2015-03-28 16:22:00,0.027255,10233
2015-03-28 16:32:00,0.030682,10602
2015-03-28 16:42:00,0.030369,10796
2015-03-28 16:52:00,0.03281,10296
2015-03-28 17:02:00,0.032556,9524
2015-03-28 17:12:00,0.032672,9393
2015-03-28 17:22:00,0.031163,9168
2015-03-28 17:32:00,0.028995,7384
2015-03-28 17:42:00,0.024138,6524
2015-03-28 17:52:00,0.022502,6146
2015-03-28 18:02:00,0.023119,5528
2015-03-28 18:12:00,0.021966,5897
2015-03-28 18:22:00,0.02172,5710
2015-03-28 18:32:00,0.023165,5274
2015-03-28 18:42:00,0.022123,4961
2015-03-28 18:52:00,0.021383,4823
2015-03-28 19:02:00,0.022194,4928
2015-03-28 19:12:00,0.021733,5170
2015-03-28 19:22:00,0.021761,4880
2015-03-28 19:32:00,0.022024,5173
2015-03-28 19:42:00,0.021592,4733
2015-03-28 19:52:00,0.021925,4536
2015-03-28 20:02:00,0.02181,4777
2015-03-28 20:12:00,0.022237,4435
2015-03-28 20:22:00,0.021952,4373
2015-03-28 20:32:00,0.022345,3920
2015-03-28 20:42:00,0.022054,3862
